STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns
31,NE,69336,0,1040
31,NE,69337,0,2660
31,NE,69339,0,680
31,NE,69341,0,4960
31,NE,69343,0,1070
31,NE,69345,0,200
31,NE,69346,0,250
31,NE,69347,0,560
31,NE,69348,0,650
31,NE,69350,0,190
31,NE,69352,0,230
31,NE,69356,0,750
31,NE,69357,0,1640
31,NE,69358,0,820
31,NE,69360,0,530
31,NE,69361,0,7700
31,NE,69366,0,100
31,NE,69367,0,90
31,NE,99999,0,9320
32,NV,0,0,1327790
32,NV,89001,0,410
32,NV,89002,0,15340
32,NV,89005,0,6990
32,NV,89008,0,460
32,NV,89010,0,180
32,NV,89011,0,11600
32,NV,89012,0,15380
32,NV,89013,0,140
32,NV,89014,0,19030
32,NV,89015,0,17420
32,NV,89019,0,1170
32,NV,89020,0,420
32,NV,89027,0,6100
32,NV,89029,0,3380
32,NV,89030,0,19860
32,NV,89031,0,30920
32,NV,89032,0,19860
32,NV,89040,0,1210
32,NV,89043,0,380
32,NV,89044,0,9310
32,NV,89045,0,730
32,NV,89046,0,240
32,NV,89048,0,7320
32,NV,89049,0,1140
32,NV,89052,0,25350
32,NV,89060,0,3630
32,NV,89061,0,1970
32,NV,89074,0,24790
32,NV,89081,0,15370
32,NV,89084,0,11570
32,NV,89085,0,1750
32,NV,89086,0,2600
32,NV,89101,0,15280
32,NV,89102,0,16390
32,NV,89103,0,24310
32,NV,89104,0,18320
32,NV,89106,0,10520
32,NV,89107,0,17150
32,NV,89108,0,31820
32,NV,89109,0,3650
32,NV,89110,0,30410
32,NV,89113,0,13990
32,NV,89115,0,23360
32,NV,89117,0,28180
32,NV,89118,0,10140
32,NV,89119,0,21960
32,NV,89120,0,11670
32,NV,89121,0,29390
32,NV,89122,0,22500
32,NV,89123,0,28080
32,NV,89124,0,300
32,NV,89128,0,17990
32,NV,89129,0,24840
32,NV,89130,0,15830
32,NV,89131,0,20610
32,NV,89134,0,12740
32,NV,89135,0,13440
32,NV,89138,0,6210
32,NV,89139,0,19610
32,NV,89141,0,13910
32,NV,89142,0,15290
32,NV,89143,0,5640
32,NV,89144,0,8950
32,NV,89145,0,11980
32,NV,89146,0,9240
32,NV,89147,0,26060
32,NV,89148,0,22690
32,NV,89149,0,16920
32,NV,89156,0,11690
32,NV,89161,0,150
32,NV,89166,0,8630
32,NV,89169,0,9640
32,NV,89178,0,16320
32,NV,89179,0,4300
32,NV,89183,0,17670
32,NV,89301,0,2290
32,NV,89310,0,230
32,NV,89316,0,500
32,NV,89403,0,7030
32,NV,89406,0,9900
32,NV,89408,0,8840
32,NV,89410,0,5400
32,NV,89413,0,160
32,NV,89414,0,110
32,NV,89415,0,1460
32,NV,89418,0,130
32,NV,89419,0,1450
32,NV,89423,0,5810
32,NV,89425,0,180
32,NV,89429,0,2740
32,NV,89430,0,240
32,NV,89431,0,17400
32,NV,89433,0,8820
32,NV,89434,0,12860
32,NV,89436,0,19170
32,NV,89441,0,5580
32,NV,89444,0,1210
32,NV,89445,0,6280
32,NV,89447,0,4440
32,NV,89451,0,2470
32,NV,89460,0,5930
32,NV,89501,0,1910
32,NV,89502,0,21260
32,NV,89503,0,12970
32,NV,89506,0,18280
32,NV,89508,0,5340
32,NV,89509,0,17440
32,NV,89510,0,1560
32,NV,89511,0,13920
32,NV,89512,0,10510
32,NV,89519,0,4580
32,NV,89521,0,14220
32,NV,89523,0,16490
32,NV,89701,0,11570
32,NV,89703,0,4900
32,NV,89704,0,2040
32,NV,89705,0,2480
32,NV,89706,0,8900
32,NV,89801,0,10800
32,NV,89815,0,6240
32,NV,89820,0,2280
32,NV,89821,0,220
32,NV,89822,0,960
32,NV,89825,0,430
32,NV,89828,0,230
32,NV,89835,0,790
32,NV,99999,0,43330
33,NH,0,0,684840
33,NH,3031,0,5840
33,NH,3032,0,2860
33,NH,3033,0,2510
33,NH,3034,0,2180
33,NH,3036,0,2580
33,NH,3037,0,2330
33,NH,3038,0,17920
33,NH,3042,0,3690
33,NH,3043,0,750
33,NH,3044,0,2380
33,NH,3045,0,7000
33,NH,3046,0,1440
33,NH,3047,0,800
33,NH,3048,0,1650
33,NH,3049,0,4100
33,NH,3051,0,13450
33,NH,3052,0,4350
33,NH,3053,0,12750
33,NH,3054,0,13940
33,NH,3055,0,8080
33,NH,3057,0,1240
33,NH,3060,0,14890
33,NH,3062,0,15210
33,NH,3063,0,8860
33,NH,3064,0,7640
33,NH,3070,0,2780
33,NH,3071,0,2420
33,NH,3076,0,6970
33,NH,3077,0,5580
33,NH,3079,0,15780
33,NH,3082,0,780
33,NH,3084,0,680
33,NH,3086,0,2100
33,NH,3087,0,7050
33,NH,3101,0,1700
33,NH,3102,0,15910
33,NH,3103,0,18350
33,NH,3104,0,16900
33,NH,3106,0,7300
33,NH,3109,0,5490
33,NH,3110,0,10770
33,NH,3216,0,1090
33,NH,3217,0,1160
33,NH,3218,0,600
33,NH,3220,0,3510
33,NH,3221,0,1090
33,NH,3222,0,2700
33,NH,3223,0,2120
33,NH,3224,0,1210
33,NH,3225,0,1790
33,NH,3226,0,1160
33,NH,3227,0,520
33,NH,3229,0,2920
33,NH,3230,0,620
33,NH,3233,0,190
33,NH,3234,0,2440
33,NH,3235,0,4120
33,NH,3237,0,1200
33,NH,3240,0,630
33,NH,3241,0,420
33,NH,3242,0,2080
33,NH,3243,0,530
33,NH,3244,0,3830
33,NH,3245,0,1000
33,NH,3246,0,7880
33,NH,3249,0,3700
33,NH,3251,0,950
33,NH,3253,0,3510
33,NH,3254,0,2040
33,NH,3255,0,990
33,NH,3256,0,1090
33,NH,3257,0,2280
33,NH,3258,0,1280
33,NH,3259,0,170
33,NH,3261,0,2360
33,NH,3262,0,670
33,NH,3263,0,1900
33,NH,3264,0,2390
33,NH,3266,0,1090
33,NH,3268,0,670
33,NH,3269,0,1520
33,NH,3275,0,6000
33,NH,3276,0,4230
33,NH,3278,0,1530
33,NH,3279,0,350
33,NH,3280,0,530
33,NH,3281,0,4510
33,NH,3282,0,430
33,NH,3284,0,420
33,NH,3285,0,760
33,NH,3287,0,640
33,NH,3290,0,2390
33,NH,3291,0,100
33,NH,3301,0,15990
33,NH,3303,0,7740
33,NH,3304,0,3970
33,NH,3307,0,2820
33,NH,3431,0,11400
33,NH,3440,0,1360
33,NH,3441,0,190
33,NH,3442,0,680
33,NH,3443,0,340
33,NH,3444,0,770
33,NH,3445,0,390
33,NH,3446,0,3030
33,NH,3447,0,1160
33,NH,3448,0,370
33,NH,3449,0,910
33,NH,3450,0,500
33,NH,3451,0,2000
33,NH,3452,0,2790
33,NH,3455,0,1100
33,NH,3456,0,380
33,NH,3457,0,350
33,NH,3458,0,3370
33,NH,3461,0,2560
33,NH,3462,0,850
33,NH,3464,0,520
33,NH,3465,0,1030
33,NH,3466,0,660
33,NH,3467,0,830
33,NH,3470,0,2290
33,NH,3561,0,3220
33,NH,3570,0,3920
33,NH,3574,0,1350
33,NH,3576,0,1430
33,NH,3579,0,200
33,NH,3580,0,800
33,NH,3581,0,1640
33,NH,3582,0,1120
33,NH,3583,0,530
33,NH,3584,0,1710
33,NH,3585,0,1320
33,NH,3586,0,250
33,NH,3588,0,830
33,NH,3590,0,400
33,NH,3592,0,510
33,NH,3593,0,170
33,NH,3598,0,1650
33,NH,3601,0,210
33,NH,3602,0,1340
33,NH,3603,0,2550
33,NH,3605,0,470
33,NH,3607,0,140
33,NH,3608,0,1470
33,NH,3609,0,400
33,NH,3740,0,520
33,NH,3741,0,2070
33,NH,3743,0,6550
33,NH,3745,0,640
33,NH,3748,0,2510
33,NH,3750,0,500
33,NH,3752,0,390
33,NH,3753,0,1760
33,NH,3755,0,3520
33,NH,3765,0,240
33,NH,3766,0,5510
33,NH,3768,0,840
33,NH,3770,0,380
33,NH,3771,0,430
33,NH,3773,0,3820
33,NH,3774,0,920
33,NH,3777,0,640
33,NH,3779,0,370
33,NH,3780,0,240
33,NH,3781,0,890
33,NH,3782,0,1500
33,NH,3784,0,2160
33,NH,3785,0,1080
33,NH,3801,0,12740
33,NH,3809,0,1960
33,NH,3810,0,940
33,NH,3811,0,3810
33,NH,3812,0,350
33,NH,3813,0,1650
33,NH,3814,0,1130
33,NH,3816,0,540
33,NH,3817,0,330
33,NH,3818,0,2170
33,NH,3819,0,2200
33,NH,3820,0,16730
33,NH,3823,0,910
33,NH,3824,0,3180
33,NH,3825,0,4610
33,NH,3826,0,1580
33,NH,3827,0,1660
33,NH,3830,0,660
33,NH,3833,0,11440
33,NH,3835,0,3300
33,NH,3836,0,740
33,NH,3837,0,700
33,NH,3838,0,770
33,NH,3839,0,2020
33,NH,3840,0,2230
33,NH,3841,0,3370
33,NH,3842,0,8670
33,NH,3844,0,1230
33,NH,3845,0,750
33,NH,3846,0,510
33,NH,3848,0,3350
33,NH,3849,0,690
33,NH,3851,0,2020
33,NH,3852,0,280
33,NH,3853,0,300
33,NH,3855,0,1400
33,NH,3856,0,900
33,NH,3857,0,5090
33,NH,3858,0,2390
33,NH,3860,0,2330
33,NH,3861,0,2150
33,NH,3862,0,2600
33,NH,3864,0,830
33,NH,3865,0,4380
33,NH,3867,0,10610
33,NH,3868,0,2970
33,NH,3869,0,1320
33,NH,3870,0,2820
33,NH,3872,0,1920
33,NH,3873,0,3200
33,NH,3874,0,5080
33,NH,3875,0,430
33,NH,3878,0,6280
33,NH,3882,0,630
33,NH,3883,0,100
33,NH,3884,0,2120
33,NH,3885,0,3930
33,NH,3886,0,740
33,NH,3887,0,1030
33,NH,3890,0,440
33,NH,3894,0,3010
33,NH,99999,0,9530
34,NJ,0,0,4332100
34,NJ,7001,0,6870
34,NJ,7002,0,31980
34,NJ,7003,0,25520
34,NJ,7004,0,3950
34,NJ,7005,0,7990
34,NJ,7006,0,12800
34,NJ,7008,0,11800
34,NJ,7009,0,6120
34,NJ,7010,0,11800
34,NJ,7011,0,20280
34,NJ,7012,0,6510
34,NJ,7013,0,14730
34,NJ,7014,0,2780
34,NJ,7016,0,11580
34,NJ,7017,0,16660
34,NJ,7018,0,13070
34,NJ,7020,0,5980
34,NJ,7021,0,1100
34,NJ,7022,0,6370
34,NJ,7023,0,3530
34,NJ,7024,0,18670
34,NJ,7026,0,15130
34,NJ,7027,0,2330
34,NJ,7028,0,3440
34,NJ,7029,0,8820
34,NJ,7030,0,29660
34,NJ,7031,0,8400
34,NJ,7032,0,19040
34,NJ,7033,0,4150
34,NJ,7034,0,4900
34,NJ,7035,0,5560
34,NJ,7036,0,22240
34,NJ,7039,0,14040
34,NJ,7040,0,11660
34,NJ,7041,0,3350
34,NJ,7042,0,13440
34,NJ,7043,0,5570
34,NJ,7044,0,7020
34,NJ,7045,0,5240
34,NJ,7046,0,1990
34,NJ,7047,0,29390
34,NJ,7050,0,14400
34,NJ,7052,0,23460
34,NJ,7054,0,14940
34,NJ,7055,0,30140
34,NJ,7057,0,5900
34,NJ,7058,0,2790
34,NJ,7059,0,7910
34,NJ,7060,0,21650
34,NJ,7062,0,6850
34,NJ,7063,0,6430
34,NJ,7064,0,1960
34,NJ,7065,0,14800
34,NJ,7066,0,8160
34,NJ,7067,0,9320
34,NJ,7068,0,3380
34,NJ,7069,0,3000
34,NJ,7070,0,9100
34,NJ,7071,0,11040
34,NJ,7072,0,3230
34,NJ,7073,0,5080
34,NJ,7074,0,1540
34,NJ,7075,0,4610
34,NJ,7076,0,11830
34,NJ,7077,0,1450
34,NJ,7078,0,5940
34,NJ,7079,0,7250
34,NJ,7080,0,11980
34,NJ,7081,0,8650
34,NJ,7082,0,2880
34,NJ,7083,0,27650
34,NJ,7086,0,7860
34,NJ,7087,0,31800
34,NJ,7088,0,1730
34,NJ,7090,0,13770
34,NJ,7092,0,3290
34,NJ,7093,0,29410
34,NJ,7094,0,9520
34,NJ,7095,0,10380
34,NJ,7102,0,4400
34,NJ,7103,0,12390
34,NJ,7104,0,22030
34,NJ,7105,0,18990
34,NJ,7106,0,13370
34,NJ,7107,0,16150
34,NJ,7108,0,10110
34,NJ,7109,0,19020
34,NJ,7110,0,14940
34,NJ,7111,0,25910
34,NJ,7112,0,11590
34,NJ,7114,0,3890
34,NJ,7201,0,12970
34,NJ,7202,0,19250
34,NJ,7203,0,11110
34,NJ,7204,0,6910
34,NJ,7205,0,11370
34,NJ,7206,0,12770
34,NJ,7208,0,15180
34,NJ,7302,0,23940
34,NJ,7304,0,21550
34,NJ,7305,0,30030
34,NJ,7306,0,26160
34,NJ,7307,0,21680
34,NJ,7310,0,6910
34,NJ,7311,0,260
34,NJ,7401,0,3160
34,NJ,7403,0,3890
34,NJ,7405,0,9160
34,NJ,7407,0,10540
34,NJ,7410,0,16430
34,NJ,7416,0,2790
34,NJ,7417,0,5270
34,NJ,7418,0,1170
34,NJ,7419,0,4680
34,NJ,7420,0,2410
34,NJ,7421,0,3570
34,NJ,7422,0,3180
34,NJ,7423,0,1950
34,NJ,7424,0,12710
34,NJ,7430,0,12720
34,NJ,7432,0,3560
34,NJ,7435,0,1300
34,NJ,7436,0,6100
34,NJ,7438,0,5640
34,NJ,7439,0,1210
34,NJ,7440,0,2300
34,NJ,7442,0,5690
34,NJ,7444,0,6010
34,NJ,7446,0,7560
34,NJ,7450,0,11260
34,NJ,7452,0,5420
34,NJ,7456,0,5940
34,NJ,7457,0,2420
34,NJ,7458,0,5420
34,NJ,7460,0,1680
34,NJ,7461,0,9100
34,NJ,7462,0,3380
34,NJ,7463,0,4820
34,NJ,7465,0,3310
34,NJ,7470,0,25810
34,NJ,7480,0,7820
34,NJ,7481,0,7990
34,NJ,7501,0,15000
34,NJ,7502,0,7700
34,NJ,7503,0,8940
34,NJ,7504,0,6890
34,NJ,7505,0,1180
34,NJ,7506,0,9820
34,NJ,7508,0,11570
34,NJ,7512,0,5480
34,NJ,7513,0,6230
34,NJ,7514,0,9300
34,NJ,7522,0,9630
34,NJ,7524,0,6340
34,NJ,7601,0,22980
34,NJ,7603,0,4330
34,NJ,7604,0,6050
34,NJ,7605,0,4250
34,NJ,7606,0,1380
34,NJ,7607,0,4920
34,NJ,7621,0,13740
34,NJ,7624,0,3990
34,NJ,7626,0,3980
34,NJ,7627,0,2280
34,NJ,7628,0,8840
34,NJ,7630,0,3500
34,NJ,7631,0,14120
34,NJ,7632,0,2640
34,NJ,7640,0,2270
34,NJ,7641,0,1590
34,NJ,7642,0,5000
34,NJ,7643,0,5440
34,NJ,7644,0,12580
34,NJ,7645,0,4000
34,NJ,7646,0,8600
34,NJ,7647,0,2390
34,NJ,7648,0,2670
34,NJ,7649,0,3860
34,NJ,7650,0,8940
34,NJ,7652,0,12800
34,NJ,7656,0,4430
34,NJ,7657,0,5530
34,NJ,7660,0,6710
34,NJ,7661,0,5460
34,NJ,7662,0,3040
34,NJ,7663,0,7420
34,NJ,7666,0,19580
34,NJ,7670,0,6440
34,NJ,7675,0,13180
34,NJ,7676,0,4660
34,NJ,7677,0,3020
34,NJ,7701,0,12510
34,NJ,7702,0,2050
34,NJ,7704,0,2860
34,NJ,7711,0,840
34,NJ,7712,0,20410
34,NJ,7716,0,4300
34,NJ,7717,0,1070
34,NJ,7718,0,3200
34,NJ,7719,0,11680
34,NJ,7720,0,2330
34,NJ,7721,0,1660
34,NJ,7722,0,4960
34,NJ,7723,0,470
34,NJ,7724,0,11800
34,NJ,7726,0,22310
34,NJ,7727,0,3920
34,NJ,7728,0,27250
34,NJ,7730,0,8700
34,NJ,7731,0,19750
34,NJ,7732,0,2350
34,NJ,7733,0,7770
34,NJ,7734,0,5580
34,NJ,7735,0,9390
34,NJ,7737,0,2080
34,NJ,7738,0,2870
34,NJ,7739,0,2980
34,NJ,7740,0,13610
34,NJ,7746,0,8930
34,NJ,7747,0,15700
34,NJ,7748,0,13910
34,NJ,7750,0,1760
34,NJ,7751,0,9640
34,NJ,7753,0,20120
34,NJ,7755,0,3190
34,NJ,7756,0,1740
34,NJ,7757,0,2900
34,NJ,7758,0,2400
34,NJ,7760,0,4580
34,NJ,7762,0,4760
34,NJ,7764,0,3380
34,NJ,7801,0,12610
34,NJ,7803,0,2020
34,NJ,7821,0,4380
34,NJ,7822,0,530
34,NJ,7823,0,3640
34,NJ,7825,0,4480
34,NJ,7826,0,3050
34,NJ,7827,0,1830
34,NJ,7828,0,6710
34,NJ,7830,0,3090
34,NJ,7832,0,1830
34,NJ,7834,0,9060
34,NJ,7836,0,5890
34,NJ,7838,0,1690
34,NJ,7840,0,14870
34,NJ,7843,0,5930
34,NJ,7847,0,910
34,NJ,7848,0,2230
34,NJ,7849,0,4390
34,NJ,7850,0,3320
34,NJ,7851,0,210
34,NJ,7852,0,1890
34,NJ,7853,0,6140
34,NJ,7856,0,2290
34,NJ,7857,0,1750
34,NJ,7860,0,12030
34,NJ,7863,0,2030
34,NJ,7865,0,1230
34,NJ,7866,0,11600
34,NJ,7869,0,12230
34,NJ,7871,0,9930
34,NJ,7874,0,4590
34,NJ,7876,0,5450
34,NJ,7882,0,7090
34,NJ,7885,0,5870
34,NJ,7901,0,10850
34,NJ,7920,0,13110
34,NJ,7921,0,4480
34,NJ,7922,0,5870
34,NJ,7924,0,3640
34,NJ,7927,0,2120
34,NJ,7928,0,8950
34,NJ,7930,0,4020
34,NJ,7931,0,1600
34,NJ,7932,0,5340
34,NJ,7933,0,1670
34,NJ,7934,0,770
34,NJ,7935,0,280
34,NJ,7936,0,5980
34,NJ,7940,0,7260
34,NJ,7945,0,4670
34,NJ,7946,0,1580
34,NJ,7950,0,10200
34,NJ,7960,0,21890
34,NJ,7974,0,5830
34,NJ,7976,0,690
34,NJ,7980,0,1200
34,NJ,7981,0,4830
34,NJ,8002,0,11420
34,NJ,8003,0,14720
34,NJ,8004,0,5860
34,NJ,8005,0,11740
34,NJ,8007,0,2560
34,NJ,8008,0,4030
34,NJ,8009,0,6550
34,NJ,8010,0,5470
34,NJ,8012,0,19180
34,NJ,8014,0,260
34,NJ,8015,0,9230
34,NJ,8016,0,16340
34,NJ,8019,0,460
34,NJ,8020,0,1240
34,NJ,8021,0,22560
34,NJ,8022,0,4720
34,NJ,8026,0,1160
34,NJ,8027,0,2440
34,NJ,8028,0,8040
34,NJ,8029,0,2260
34,NJ,8030,0,5910
34,NJ,8031,0,5760
34,NJ,8033,0,8120
34,NJ,8034,0,9530
34,NJ,8035,0,3720
34,NJ,8036,0,3100
34,NJ,8037,0,11610
34,NJ,8041,0,490
34,NJ,8043,0,14150
34,NJ,8045,0,1400
34,NJ,8046,0,16090
34,NJ,8048,0,6280
34,NJ,8049,0,2610
34,NJ,8050,0,12740
34,NJ,8051,0,5470
34,NJ,8052,0,10420
34,NJ,8053,0,23850
34,NJ,8054,0,22720
34,NJ,8055,0,13810
34,NJ,8056,0,2210
34,NJ,8057,0,10040
34,NJ,8059,0,2910
34,NJ,8060,0,12170
34,NJ,8061,0,1420
34,NJ,8062,0,7590
34,NJ,8063,0,1440
34,NJ,8065,0,3850
34,NJ,8066,0,3740
34,NJ,8067,0,880
34,NJ,8068,0,3260
34,NJ,8069,0,5670
34,NJ,8070,0,6060
34,NJ,8071,0,4720
34,NJ,8075,0,14420
34,NJ,8077,0,9740
34,NJ,8078,0,4000
34,NJ,8079,0,4650
34,NJ,8080,0,18670
34,NJ,8081,0,23740
34,NJ,8083,0,5030
34,NJ,8084,0,3440
34,NJ,8085,0,9130
34,NJ,8086,0,4260
34,NJ,8087,0,11770
34,NJ,8088,0,12030
34,NJ,8089,0,1930
34,NJ,8090,0,4150
34,NJ,8091,0,2760
34,NJ,8092,0,1830
34,NJ,8093,0,4770
34,NJ,8094,0,19140
34,NJ,8096,0,17410
34,NJ,8097,0,1660
34,NJ,8098,0,4280
34,NJ,8102,0,2680
34,NJ,8103,0,4520
34,NJ,8104,0,8820
34,NJ,8105,0,11920
34,NJ,8106,0,5120
34,NJ,8107,0,6580
34,NJ,8108,0,9320
34,NJ,8109,0,11240
34,NJ,8110,0,9350
34,NJ,8201,0,5100
34,NJ,8202,0,780
34,NJ,8203,0,4640
34,NJ,8204,0,8990
34,NJ,8205,0,14110
34,NJ,8210,0,8390
34,NJ,8215,0,6230
34,NJ,8221,0,3690
34,NJ,8223,0,2220
34,NJ,8225,0,4330
34,NJ,8226,0,6080
34,NJ,8230,0,2950
34,NJ,8232,0,9240
34,NJ,8234,0,22130
34,NJ,8241,0,610
34,NJ,8242,0,1890
34,NJ,8243,0,1130
34,NJ,8244,0,5790
34,NJ,8247,0,510
34,NJ,8251,0,4870
34,NJ,8260,0,7030
34,NJ,8270,0,3440
34,NJ,8302,0,18330
34,NJ,8310,0,860
34,NJ,8311,0,960
34,NJ,8312,0,3740
34,NJ,8314,0,140
34,NJ,8317,0,590
34,NJ,8318,0,5860
34,NJ,8319,0,650
34,NJ,8322,0,4970
34,NJ,8323,0,380
34,NJ,8324,0,190
34,NJ,8326,0,780
34,NJ,8327,0,340
34,NJ,8328,0,660
34,NJ,8330,0,13880
34,NJ,8332,0,16180
34,NJ,8340,0,440
34,NJ,8341,0,770
34,NJ,8343,0,2200
34,NJ,8344,0,2850
34,NJ,8345,0,370
34,NJ,8346,0,400
34,NJ,8348,0,140
34,NJ,8349,0,790
34,NJ,8350,0,360
34,NJ,8353,0,280
34,NJ,8360,0,20060
34,NJ,8361,0,8490
34,NJ,8401,0,16160
34,NJ,8402,0,2990
34,NJ,8403,0,480
34,NJ,8406,0,4970
34,NJ,8501,0,3310
34,NJ,8502,0,5110
34,NJ,8505,0,9290
34,NJ,8510,0,2390
34,NJ,8511,0,490
34,NJ,8512,0,5730
34,NJ,8514,0,2170
34,NJ,8515,0,2440
34,NJ,8518,0,2820
34,NJ,8520,0,13930
34,NJ,8525,0,2400
34,NJ,8527,0,27380
34,NJ,8528,0,230
34,NJ,8530,0,3970
34,NJ,8533,0,3440
34,NJ,8534,0,6300
34,NJ,8535,0,2550
34,NJ,8536,0,9350
34,NJ,8540,0,20550
34,NJ,8542,0,1790
34,NJ,8550,0,9280
34,NJ,8551,0,2890
34,NJ,8553,0,410
34,NJ,8554,0,1890
34,NJ,8558,0,3320
34,NJ,8559,0,2470
34,NJ,8560,0,1720
34,NJ,8562,0,2540
34,NJ,8608,0,390
34,NJ,8609,0,5730
34,NJ,8610,0,15550
34,NJ,8611,0,10140
34,NJ,8618,0,15700
34,NJ,8619,0,11890
34,NJ,8620,0,6310
34,NJ,8628,0,5080
34,NJ,8629,0,6220
34,NJ,8638,0,10540
34,NJ,8640,0,970
34,NJ,8641,0,1800
34,NJ,8648,0,15270
34,NJ,8690,0,10600
34,NJ,8691,0,7660
34,NJ,8701,0,31760
34,NJ,8721,0,9890
34,NJ,8722,0,5460
34,NJ,8723,0,16310
34,NJ,8724,0,22170
34,NJ,8730,0,2690
34,NJ,8731,0,10160
34,NJ,8733,0,1400
34,NJ,8734,0,3780
34,NJ,8735,0,1660
34,NJ,8736,0,6710
34,NJ,8738,0,420
34,NJ,8741,0,1370
34,NJ,8742,0,13130
34,NJ,8750,0,1970
34,NJ,8751,0,1730
34,NJ,8752,0,1140
34,NJ,8753,0,31900
34,NJ,8755,0,12740
34,NJ,8757,0,17200
34,NJ,8758,0,4010
34,NJ,8759,0,17350
34,NJ,8801,0,3870
34,NJ,8802,0,1970
34,NJ,8804,0,1450
34,NJ,8805,0,6380
34,NJ,8807,0,18850
34,NJ,8809,0,2730
34,NJ,8810,0,3910
34,NJ,8812,0,7180
34,NJ,8816,0,23290
34,NJ,8817,0,22430
34,NJ,8820,0,18040
34,NJ,8822,0,15280
34,NJ,8823,0,4660
34,NJ,8824,0,6320
34,NJ,8825,0,2190
34,NJ,8826,0,2730
34,NJ,8827,0,2170
34,NJ,8828,0,1120
34,NJ,8829,0,1830
34,NJ,8830,0,9510
34,NJ,8831,0,25910
34,NJ,8832,0,1610
34,NJ,8833,0,4590
34,NJ,8835,0,5370
34,NJ,8836,0,2020
34,NJ,8837,0,8070
34,NJ,8840,0,8470
34,NJ,8844,0,19750
34,NJ,8846,0,7140
34,NJ,8848,0,4160
34,NJ,8850,0,4250
34,NJ,8852,0,8380
34,NJ,8853,0,2610
34,NJ,8854,0,25440
34,NJ,8857,0,19990
34,NJ,8859,0,12300
34,NJ,8861,0,27630
34,NJ,8863,0,6550
34,NJ,8865,0,14230
34,NJ,8867,0,2460
34,NJ,8869,0,3920
34,NJ,8872,0,10110
34,NJ,8873,0,27420
34,NJ,8876,0,11390
34,NJ,8879,0,11270
34,NJ,8880,0,2500
34,NJ,8882,0,7700
34,NJ,8884,0,4070
34,NJ,8886,0,3260
34,NJ,8887,0,650
34,NJ,8889,0,4950
34,NJ,8901,0,19550
34,NJ,8902,0,20960
34,NJ,8904,0,6710
34,NJ,99999,0,25840
35,NM,0,0,901280
35,NM,87001,0,1430
35,NM,87002,0,7930
35,NM,87004,0,4960
35,NM,87005,0,270
35,NM,87006,0,470
35,NM,87008,0,1240
35,NM,87010,0,540
35,NM,87013,0,1620
35,NM,87014,0,270
35,NM,87015,0,5630
35,NM,87016,0,990
35,NM,87017,0,170
35,NM,87018,0,130
35,NM,87020,0,4020
35,NM,87023,0,360
35,NM,87024,0,1090
35,NM,87025,0,540
35,NM,87026,0,1410
35,NM,87027,0,120
35,NM,87031,0,16360
35,NM,87035,0,2700
35,NM,87036,0,740
35,NM,87041,0,420
35,NM,87042,0,1770
35,NM,87043,0,2500
35,NM,87044,0,120
35,NM,87045,0,570
35,NM,87047,0,2410
35,NM,87048,0,4460
35,NM,87052,0,1120
35,NM,87053,0,450
35,NM,87056,0,330
35,NM,87059,0,4350
35,NM,87062,0,610
35,NM,87068,0,2050
35,NM,87083,0,200
35,NM,87102,0,8740
35,NM,87104,0,5630
35,NM,87105,0,22280
35,NM,87106,0,11280
35,NM,87107,0,13980
35,NM,87108,0,15290
35,NM,87109,0,18830
35,NM,87110,0,19210
35,NM,87111,0,27690
35,NM,87112,0,20970
35,NM,87113,0,6850
35,NM,87114,0,28710
35,NM,87116,0,1650
35,NM,87120,0,28350
35,NM,87121,0,30890
35,NM,87122,0,8060
35,NM,87123,0,18910
35,NM,87124,0,24550
35,NM,87144,0,17330
35,NM,87301,0,8180
35,NM,87312,0,210
35,NM,87317,0,1260
35,NM,87321,0,740
35,NM,87323,0,1080
35,NM,87401,0,16650
35,NM,87402,0,4690
35,NM,87410,0,6530
35,NM,87412,0,310
35,NM,87413,0,5800
35,NM,87415,0,1120
35,NM,87416,0,1500
35,NM,87417,0,3280
35,NM,87418,0,410
35,NM,87419,0,120
35,NM,87420,0,4030
35,NM,87421,0,800
35,NM,87501,0,8240
35,NM,87505,0,15560
35,NM,87506,0,5580
35,NM,87507,0,21160
35,NM,87508,0,8400
35,NM,87510,0,590
35,NM,87520,0,660
35,NM,87521,0,330
35,NM,87522,0,1200
35,NM,87528,0,1320
35,NM,87529,0,2000
35,NM,87530,0,420
35,NM,87531,0,130
35,NM,87532,0,6490
35,NM,87535,0,680
35,NM,87537,0,420
35,NM,87539,0,110
35,NM,87540,0,460
35,NM,87544,0,8830
35,NM,87549,0,380
35,NM,87551,0,180
35,NM,87552,0,1280
35,NM,87553,0,580
35,NM,87556,0,910
35,NM,87557,0,3190
35,NM,87560,0,490
35,NM,87565,0,210
35,NM,87566,0,1260
35,NM,87567,0,2110
35,NM,87571,0,5280
35,NM,87575,0,300
35,NM,87579,0,270
35,NM,87701,0,8190
35,NM,87711,0,260
35,NM,87714,0,450
35,NM,87715,0,210
35,NM,87718,0,220
35,NM,87722,0,150
35,NM,87723,0,120
35,NM,87728,0,150
35,NM,87731,0,150
35,NM,87732,0,680
35,NM,87740,0,3090
35,NM,87742,0,210
35,NM,87743,0,140
35,NM,87745,0,260
35,NM,87747,0,560
35,NM,87752,0,160
35,NM,87801,0,4010
