STATEFIPS,STATE,ZIPCODE,AGI_STUB,Number of Returns
17,IL,60617,0,34860
17,IL,60618,0,44780
17,IL,60619,0,29230
17,IL,60620,0,30760
17,IL,60621,0,11210
17,IL,60622,0,29260
17,IL,60623,0,32810
17,IL,60624,0,14390
17,IL,60625,0,36850
17,IL,60626,0,23960
17,IL,60628,0,30030
17,IL,60629,0,48230
17,IL,60630,0,27540
17,IL,60631,0,15290
17,IL,60632,0,37190
17,IL,60633,0,5650
17,IL,60634,0,38340
17,IL,60636,0,14520
17,IL,60637,0,18560
17,IL,60638,0,27710
17,IL,60639,0,39020
17,IL,60640,0,35560
17,IL,60641,0,34640
17,IL,60642,0,11220
17,IL,60643,0,24550
17,IL,60644,0,19690
17,IL,60645,0,20910
17,IL,60646,0,13470
17,IL,60647,0,44170
17,IL,60649,0,19260
17,IL,60651,0,27440
17,IL,60652,0,19960
17,IL,60653,0,13420
17,IL,60654,0,11800
17,IL,60655,0,14370
17,IL,60656,0,14750
17,IL,60657,0,41640
17,IL,60659,0,17710
17,IL,60660,0,22410
17,IL,60661,0,6780
17,IL,60706,0,12490
17,IL,60707,0,21500
17,IL,60712,0,6370
17,IL,60714,0,15600
17,IL,60803,0,11240
17,IL,60804,0,34010
17,IL,60805,0,10130
17,IL,60827,0,11260
17,IL,60901,0,15450
17,IL,60911,0,650
17,IL,60912,0,240
17,IL,60913,0,750
17,IL,60914,0,12980
17,IL,60915,0,5150
17,IL,60917,0,270
17,IL,60918,0,420
17,IL,60919,0,220
17,IL,60921,0,650
17,IL,60922,0,1150
17,IL,60924,0,790
17,IL,60927,0,1060
17,IL,60928,0,360
17,IL,60929,0,370
17,IL,60930,0,400
17,IL,60931,0,290
17,IL,60934,0,120
17,IL,60935,0,520
17,IL,60936,0,2070
17,IL,60938,0,1000
17,IL,60940,0,1570
17,IL,60941,0,970
17,IL,60942,0,2510
17,IL,60946,0,170
17,IL,60948,0,700
17,IL,60949,0,250
17,IL,60950,0,5670
17,IL,60951,0,400
17,IL,60952,0,290
17,IL,60953,0,1050
17,IL,60954,0,2770
17,IL,60955,0,900
17,IL,60957,0,2520
17,IL,60958,0,680
17,IL,60959,0,470
17,IL,60960,0,420
17,IL,60961,0,370
17,IL,60962,0,240
17,IL,60963,0,820
17,IL,60964,0,2340
17,IL,60966,0,660
17,IL,60968,0,190
17,IL,60970,0,3080
17,IL,60973,0,160
17,IL,61001,0,2110
17,IL,61006,0,760
17,IL,61007,0,230
17,IL,61008,0,16070
17,IL,61010,0,3690
17,IL,61011,0,1410
17,IL,61012,0,1040
17,IL,61014,0,540
17,IL,61015,0,470
17,IL,61016,0,2490
17,IL,61018,0,520
17,IL,61019,0,1680
17,IL,61020,0,1350
17,IL,61021,0,10550
17,IL,61024,0,1230
17,IL,61025,0,2310
17,IL,61028,0,990
17,IL,61030,0,1050
17,IL,61031,0,680
17,IL,61032,0,14210
17,IL,61036,0,3610
17,IL,61038,0,610
17,IL,61039,0,360
17,IL,61041,0,670
17,IL,61042,0,240
17,IL,61044,0,90
17,IL,61046,0,1430
17,IL,61047,0,800
17,IL,61048,0,2110
17,IL,61049,0,260
17,IL,61050,0,210
17,IL,61051,0,770
17,IL,61052,0,530
17,IL,61053,0,1320
17,IL,61054,0,1760
17,IL,61060,0,710
17,IL,61061,0,3470
17,IL,61062,0,910
17,IL,61063,0,2010
17,IL,61064,0,1800
17,IL,61065,0,4970
17,IL,61067,0,370
17,IL,61068,0,6830
17,IL,61070,0,520
17,IL,61071,0,6620
17,IL,61072,0,5450
17,IL,61073,0,9780
17,IL,61074,0,2070
17,IL,61075,0,480
17,IL,61078,0,660
17,IL,61080,0,4910
17,IL,61081,0,10470
17,IL,61084,0,1530
17,IL,61085,0,1650
17,IL,61087,0,800
17,IL,61088,0,2960
17,IL,61089,0,360
17,IL,61101,0,8690
17,IL,61102,0,7560
17,IL,61103,0,10490
17,IL,61104,0,7120
17,IL,61107,0,14690
17,IL,61108,0,13740
17,IL,61109,0,12540
17,IL,61111,0,11480
17,IL,61114,0,7890
17,IL,61115,0,11220
17,IL,61201,0,16980
17,IL,61230,0,580
17,IL,61231,0,2450
17,IL,61232,0,710
17,IL,61234,0,650
17,IL,61235,0,660
17,IL,61238,0,1420
17,IL,61239,0,530
17,IL,61240,0,3030
17,IL,61241,0,3400
17,IL,61242,0,570
17,IL,61243,0,110
17,IL,61244,0,10970
17,IL,61250,0,1280
17,IL,61251,0,180
17,IL,61252,0,2710
17,IL,61254,0,5730
17,IL,61256,0,920
17,IL,61257,0,540
17,IL,61259,0,640
17,IL,61260,0,380
17,IL,61261,0,460
17,IL,61262,0,350
17,IL,61264,0,5090
17,IL,61265,0,22480
17,IL,61270,0,3550
17,IL,61272,0,660
17,IL,61273,0,1600
17,IL,61274,0,160
17,IL,61275,0,2050
17,IL,61277,0,1550
17,IL,61279,0,510
17,IL,61281,0,1290
17,IL,61282,0,3920
17,IL,61283,0,700
17,IL,61284,0,1180
17,IL,61285,0,790
17,IL,61301,0,5080
17,IL,61310,0,1890
17,IL,61311,0,120
17,IL,61312,0,240
17,IL,61313,0,130
17,IL,61314,0,390
17,IL,61318,0,340
17,IL,61319,0,570
17,IL,61320,0,330
17,IL,61321,0,150
17,IL,61325,0,480
17,IL,61326,0,1150
17,IL,61327,0,610
17,IL,61329,0,630
17,IL,61330,0,730
17,IL,61333,0,170
17,IL,61334,0,340
17,IL,61335,0,270
17,IL,61336,0,270
17,IL,61337,0,220
17,IL,61341,0,3910
17,IL,61342,0,4320
17,IL,61344,0,190
17,IL,61345,0,370
17,IL,61348,0,2390
17,IL,61349,0,470
17,IL,61350,0,11990
17,IL,61353,0,610
17,IL,61354,0,5510
17,IL,61356,0,5340
17,IL,61358,0,210
17,IL,61360,0,1670
17,IL,61361,0,630
17,IL,61362,0,2950
17,IL,61364,0,8930
17,IL,61367,0,390
17,IL,61368,0,690
17,IL,61369,0,770
17,IL,61370,0,700
17,IL,61373,0,1020
17,IL,61375,0,530
17,IL,61376,0,990
17,IL,61377,0,660
17,IL,61378,0,250
17,IL,61379,0,620
17,IL,61401,0,14380
17,IL,61410,0,1760
17,IL,61411,0,150
17,IL,61412,0,660
17,IL,61413,0,540
17,IL,61414,0,410
17,IL,61415,0,810
17,IL,61417,0,120
17,IL,61418,0,320
17,IL,61420,0,510
17,IL,61421,0,580
17,IL,61422,0,1580
17,IL,61423,0,310
17,IL,61425,0,230
17,IL,61427,0,1030
17,IL,61428,0,500
17,IL,61430,0,400
17,IL,61431,0,150
17,IL,61432,0,330
17,IL,61434,0,1510
17,IL,61436,0,440
17,IL,61437,0,390
17,IL,61438,0,330
17,IL,61440,0,340
17,IL,61441,0,410
17,IL,61442,0,300
17,IL,61443,0,6190
17,IL,61447,0,440
17,IL,61448,0,1810
17,IL,61449,0,220
17,IL,61450,0,800
17,IL,61451,0,170
17,IL,61452,0,120
17,IL,61453,0,310
17,IL,61454,0,310
17,IL,61455,0,7350
17,IL,61458,0,390
17,IL,61459,0,170
17,IL,61460,0,130
17,IL,61462,0,5140
17,IL,61465,0,590
17,IL,61466,0,150
17,IL,61467,0,520
17,IL,61469,0,950
17,IL,61470,0,210
17,IL,61472,0,300
17,IL,61473,0,760
17,IL,61474,0,140
17,IL,61475,0,110
17,IL,61476,0,190
17,IL,61477,0,280
17,IL,61478,0,130
17,IL,61480,0,610
17,IL,61482,0,300
17,IL,61483,0,860
17,IL,61484,0,370
17,IL,61485,0,290
17,IL,61486,0,710
17,IL,61488,0,520
17,IL,61489,0,440
17,IL,61490,0,520
17,IL,61491,0,1020
17,IL,61501,0,810
17,IL,61516,0,330
17,IL,61517,0,1630
17,IL,61520,0,7100
17,IL,61523,0,5470
17,IL,61525,0,4670
17,IL,61526,0,510
17,IL,61528,0,1400
17,IL,61529,0,1380
17,IL,61530,0,2920
17,IL,61531,0,1540
17,IL,61532,0,230
17,IL,61533,0,1130
17,IL,61534,0,800
17,IL,61535,0,830
17,IL,61536,0,1550
17,IL,61537,0,1320
17,IL,61540,0,1380
17,IL,61542,0,1580
17,IL,61544,0,330
17,IL,61545,0,310
17,IL,61546,0,1940
17,IL,61547,0,1830
17,IL,61548,0,5830
17,IL,61550,0,8860
17,IL,61554,0,19670
17,IL,61559,0,1590
17,IL,61560,0,320
17,IL,61561,0,1300
17,IL,61565,0,700
17,IL,61567,0,270
17,IL,61568,0,2190
17,IL,61569,0,560
17,IL,61570,0,870
17,IL,61571,0,11400
17,IL,61572,0,490
17,IL,61602,0,410
17,IL,61603,0,7160
17,IL,61604,0,14290
17,IL,61605,0,5750
17,IL,61606,0,2240
17,IL,61607,0,5530
17,IL,61610,0,2550
17,IL,61611,0,12170
17,IL,61614,0,14660
17,IL,61615,0,11950
17,IL,61616,0,3220
17,IL,61701,0,17200
17,IL,61704,0,18320
17,IL,61705,0,6400
17,IL,61720,0,110
17,IL,61721,0,270
17,IL,61722,0,260
17,IL,61723,0,1150
17,IL,61724,0,210
17,IL,61725,0,800
17,IL,61726,0,1240
17,IL,61727,0,4650
17,IL,61728,0,630
17,IL,61729,0,520
17,IL,61730,0,170
17,IL,61731,0,110
17,IL,61732,0,1030
17,IL,61733,0,550
17,IL,61734,0,1300
17,IL,61735,0,170
17,IL,61736,0,890
17,IL,61737,0,270
17,IL,61738,0,2010
17,IL,61739,0,2370
17,IL,61740,0,710
17,IL,61741,0,810
17,IL,61742,0,560
17,IL,61743,0,130
17,IL,61744,0,940
17,IL,61745,0,2040
17,IL,61747,0,700
17,IL,61748,0,1390
17,IL,61749,0,270
17,IL,61752,0,2030
17,IL,61753,0,1400
17,IL,61754,0,590
17,IL,61755,0,2070
17,IL,61756,0,1080
17,IL,61759,0,740
17,IL,61760,0,1190
17,IL,61761,0,19690
17,IL,61764,0,5970
17,IL,61769,0,290
17,IL,61770,0,520
17,IL,61771,0,430
17,IL,61772,0,210
17,IL,61773,0,240
17,IL,61774,0,470
17,IL,61775,0,150
17,IL,61776,0,690
17,IL,61777,0,470
17,IL,61778,0,310
17,IL,61801,0,9100
17,IL,61802,0,9370
17,IL,61810,0,160
17,IL,61811,0,320
17,IL,61812,0,170
17,IL,61813,0,880
17,IL,61814,0,560
17,IL,61816,0,230
17,IL,61817,0,1180
17,IL,61818,0,790
17,IL,61820,0,9970
17,IL,61821,0,14730
17,IL,61822,0,11330
17,IL,61830,0,240
17,IL,61832,0,14810
17,IL,61833,0,980
17,IL,61834,0,3150
17,IL,61839,0,290
17,IL,61840,0,350
17,IL,61841,0,610
17,IL,61842,0,1400
17,IL,61843,0,1190
17,IL,61844,0,460
17,IL,61845,0,190
17,IL,61846,0,2100
17,IL,61847,0,570
17,IL,61849,0,880
17,IL,61850,0,220
17,IL,61851,0,220
17,IL,61852,0,120
17,IL,61853,0,6200
17,IL,61854,0,740
17,IL,61856,0,3810
17,IL,61858,0,1450
17,IL,61859,0,580
17,IL,61862,0,240
17,IL,61863,0,430
17,IL,61864,0,860
17,IL,61865,0,630
17,IL,61866,0,6530
17,IL,61870,0,530
17,IL,61872,0,350
17,IL,61873,0,2900
17,IL,61874,0,3640
17,IL,61875,0,370
17,IL,61876,0,310
17,IL,61877,0,810
17,IL,61878,0,720
17,IL,61880,0,2060
17,IL,61882,0,300
17,IL,61883,0,2170
17,IL,61884,0,600
17,IL,61910,0,2090
17,IL,61911,0,2180
17,IL,61912,0,610
17,IL,61913,0,770
17,IL,61914,0,910
17,IL,61917,0,270
17,IL,61919,0,380
17,IL,61920,0,8450
17,IL,61924,0,990
17,IL,61925,0,450
17,IL,61928,0,340
17,IL,61929,0,360
17,IL,61930,0,240
17,IL,61931,0,540
17,IL,61932,0,210
17,IL,61933,0,470
17,IL,61937,0,910
17,IL,61938,0,10060
17,IL,61942,0,530
17,IL,61943,0,690
17,IL,61944,0,5620
17,IL,61951,0,3750
17,IL,61953,0,3080
17,IL,61956,0,1400
17,IL,61957,0,860
17,IL,62001,0,840
17,IL,62002,0,14200
17,IL,62006,0,240
17,IL,62009,0,760
17,IL,62010,0,5210
17,IL,62011,0,110
17,IL,62012,0,3100
17,IL,62013,0,260
17,IL,62014,0,1800
17,IL,62015,0,240
17,IL,62016,0,1760
17,IL,62017,0,500
17,IL,62018,0,1450
17,IL,62019,0,210
17,IL,62021,0,430
17,IL,62022,0,560
17,IL,62024,0,4380
17,IL,62025,0,15180
17,IL,62027,0,210
17,IL,62028,0,420
17,IL,62031,0,450
17,IL,62032,0,330
17,IL,62033,0,2060
17,IL,62034,0,6740
17,IL,62035,0,7750
17,IL,62036,0,320
17,IL,62037,0,890
17,IL,62040,0,19480
17,IL,62044,0,880
17,IL,62045,0,200
17,IL,62047,0,700
17,IL,62048,0,600
17,IL,62049,0,2920
17,IL,62050,0,180
17,IL,62051,0,400
17,IL,62052,0,5630
17,IL,62053,0,280
17,IL,62054,0,340
17,IL,62056,0,4010
17,IL,62060,0,1720
17,IL,62061,0,830
17,IL,62062,0,4010
17,IL,62063,0,520
17,IL,62067,0,1180
17,IL,62069,0,1480
17,IL,62074,0,500
17,IL,62075,0,1490
17,IL,62079,0,140
17,IL,62080,0,1010
17,IL,62081,0,130
17,IL,62082,0,1130
17,IL,62083,0,110
17,IL,62084,0,730
17,IL,62086,0,590
17,IL,62087,0,870
17,IL,62088,0,3130
17,IL,62090,0,410
17,IL,62091,0,150
17,IL,62092,0,1180
17,IL,62094,0,450
17,IL,62095,0,5130
17,IL,62097,0,1380
17,IL,62201,0,2320
17,IL,62203,0,2810
17,IL,62204,0,2210
17,IL,62205,0,3090
17,IL,62206,0,5710
17,IL,62207,0,2840
17,IL,62208,0,8790
17,IL,62214,0,540
17,IL,62215,0,880
17,IL,62216,0,1270
17,IL,62217,0,370
17,IL,62218,0,750
17,IL,62220,0,8970
17,IL,62221,0,13380
17,IL,62223,0,8580
17,IL,62225,0,1990
17,IL,62226,0,14260
17,IL,62230,0,3360
17,IL,62231,0,3520
17,IL,62232,0,3230
17,IL,62233,0,2820
17,IL,62234,0,15940
17,IL,62236,0,6560
17,IL,62237,0,1170
17,IL,62238,0,290
17,IL,62239,0,2270
17,IL,62240,0,760
17,IL,62241,0,490
17,IL,62242,0,620
17,IL,62243,0,2880
17,IL,62244,0,490
17,IL,62245,0,920
17,IL,62246,0,3680
17,IL,62249,0,7860
17,IL,62250,0,230
17,IL,62253,0,300
17,IL,62254,0,2540
17,IL,62255,0,510
17,IL,62257,0,1300
17,IL,62258,0,4620
17,IL,62260,0,3700
17,IL,62262,0,740
17,IL,62263,0,2560
17,IL,62264,0,1580
17,IL,62265,0,2040
17,IL,62268,0,380
17,IL,62269,0,16150
17,IL,62271,0,1060
17,IL,62272,0,670
17,IL,62274,0,2780
17,IL,62275,0,1630
17,IL,62277,0,620
17,IL,62278,0,3270
17,IL,62280,0,160
17,IL,62281,0,1250
17,IL,62284,0,260
17,IL,62285,0,2200
17,IL,62286,0,2750
17,IL,62288,0,1390
17,IL,62293,0,2320
17,IL,62294,0,7000
17,IL,62295,0,690
17,IL,62297,0,160
17,IL,62298,0,8460
17,IL,62301,0,15080
17,IL,62305,0,9290
17,IL,62311,0,410
17,IL,62312,0,900
17,IL,62313,0,170
17,IL,62314,0,270
17,IL,62316,0,290
17,IL,62320,0,1020
17,IL,62321,0,1890
17,IL,62323,0,110
17,IL,62324,0,580
17,IL,62325,0,180
17,IL,62326,0,1080
17,IL,62330,0,820
17,IL,62338,0,720
17,IL,62339,0,410
17,IL,62340,0,760
17,IL,62341,0,1650
17,IL,62343,0,330
17,IL,62345,0,140
17,IL,62346,0,110
17,IL,62347,0,1060
17,IL,62349,0,290
17,IL,62351,0,850
17,IL,62353,0,1690
17,IL,62354,0,650
17,IL,62355,0,310
17,IL,62356,0,220
17,IL,62357,0,110
17,IL,62358,0,350
17,IL,62360,0,830
17,IL,62361,0,200
17,IL,62363,0,2610
17,IL,62365,0,260
17,IL,62366,0,600
17,IL,62367,0,510
17,IL,62370,0,180
17,IL,62373,0,150
17,IL,62374,0,150
17,IL,62375,0,150
17,IL,62376,0,600
17,IL,62378,0,420
17,IL,62379,0,930
17,IL,62380,0,160
17,IL,62401,0,9830
17,IL,62410,0,420
17,IL,62411,0,2130
17,IL,62413,0,190
17,IL,62414,0,860
17,IL,62417,0,1310
17,IL,62418,0,910
17,IL,62419,0,170
17,IL,62420,0,2030
17,IL,62421,0,330
17,IL,62422,0,490
17,IL,62423,0,300
17,IL,62424,0,1070
17,IL,62425,0,280
17,IL,62426,0,440
17,IL,62427,0,750
17,IL,62428,0,1420
17,IL,62431,0,460
17,IL,62432,0,250
17,IL,62433,0,440
17,IL,62434,0,180
17,IL,62436,0,310
17,IL,62438,0,150
17,IL,62439,0,3420
17,IL,62440,0,560
17,IL,62441,0,3450
17,IL,62442,0,1100
17,IL,62443,0,740
17,IL,62444,0,180
17,IL,62445,0,430
17,IL,62446,0,180
17,IL,62447,0,1480
17,IL,62448,0,2720
17,IL,62449,0,1430
17,IL,62450,0,5620
17,IL,62451,0,980
17,IL,62452,0,190
17,IL,62454,0,4810
17,IL,62458,0,1020
17,IL,62460,0,480
17,IL,62461,0,440
17,IL,62462,0,570
17,IL,62463,0,590
17,IL,62465,0,430
17,IL,62466,0,990
17,IL,62467,0,1920
17,IL,62468,0,1160
17,IL,62469,0,210
17,IL,62471,0,3870
17,IL,62473,0,710
17,IL,62474,0,360
17,IL,62475,0,160
17,IL,62476,0,710
17,IL,62477,0,400
17,IL,62478,0,160
17,IL,62479,0,410
17,IL,62480,0,300
17,IL,62481,0,160
17,IL,62501,0,1190
17,IL,62510,0,770
17,IL,62512,0,240
17,IL,62513,0,800
17,IL,62515,0,430
17,IL,62517,0,110
17,IL,62518,0,190
17,IL,62520,0,760
17,IL,62521,0,16570
17,IL,62522,0,6100
17,IL,62523,0,130
17,IL,62526,0,14660
17,IL,62530,0,780
17,IL,62531,0,860
17,IL,62533,0,470
17,IL,62534,0,520
17,IL,62535,0,1730
17,IL,62536,0,470
17,IL,62538,0,150
17,IL,62539,0,630
17,IL,62543,0,250
17,IL,62544,0,840
17,IL,62545,0,630
17,IL,62546,0,750
17,IL,62547,0,340
17,IL,62548,0,1060
17,IL,62549,0,2960
17,IL,62550,0,1300
17,IL,62551,0,390
17,IL,62553,0,200
17,IL,62554,0,780
17,IL,62555,0,250
17,IL,62556,0,170
17,IL,62557,0,3180
17,IL,62558,0,1720
17,IL,62560,0,680
17,IL,62561,0,2570
17,IL,62563,0,2880
17,IL,62565,0,3520
17,IL,62567,0,560
17,IL,62568,0,7090
17,IL,62571,0,560
17,IL,62572,0,250
17,IL,62573,0,700
17,IL,62601,0,210
17,IL,62611,0,480
17,IL,62612,0,930
17,IL,62613,0,1890
17,IL,62615,0,2710
17,IL,62617,0,300
17,IL,62618,0,3580
17,IL,62621,0,540
17,IL,62624,0,230
17,IL,62625,0,490
17,IL,62626,0,3630
17,IL,62627,0,460
17,IL,62628,0,420
17,IL,62629,0,6830
17,IL,62630,0,230
17,IL,62631,0,140
17,IL,62633,0,280
17,IL,62634,0,410
17,IL,62635,0,360
17,IL,62638,0,630
17,IL,62639,0,130
17,IL,62640,0,1630
17,IL,62642,0,680
17,IL,62643,0,250
17,IL,62644,0,2240
17,IL,62649,0,220
17,IL,62650,0,11360
17,IL,62655,0,240
17,IL,62656,0,7770
17,IL,62661,0,600
17,IL,62664,0,1370
17,IL,62665,0,640
17,IL,62666,0,290
17,IL,62667,0,230
17,IL,62668,0,670
17,IL,62670,0,1550
17,IL,62671,0,290
17,IL,62673,0,240
17,IL,62674,0,630
17,IL,62675,0,2940
17,IL,62677,0,1350
17,IL,62681,0,2400
17,IL,62682,0,390
17,IL,62684,0,2520
17,IL,62685,0,860
17,IL,62688,0,360
17,IL,62690,0,1850
17,IL,62691,0,1110
17,IL,62692,0,990
17,IL,62693,0,880
17,IL,62694,0,1490
17,IL,62701,0,390
17,IL,62702,0,17210
17,IL,62703,0,13900
17,IL,62704,0,20860
17,IL,62707,0,3830
17,IL,62711,0,8910
17,IL,62712,0,5240
17,IL,62801,0,9070
17,IL,62803,0,470
17,IL,62806,0,1530
17,IL,62807,0,390
17,IL,62808,0,680
17,IL,62809,0,140
17,IL,62810,0,460
17,IL,62812,0,4680
17,IL,62814,0,890
17,IL,62815,0,140
17,IL,62816,0,560
17,IL,62817,0,220
17,IL,62818,0,160
17,IL,62819,0,190
17,IL,62821,0,3240
17,IL,62822,0,1220
17,IL,62823,0,760
17,IL,62824,0,750
17,IL,62827,0,530
17,IL,62828,0,650
17,IL,62830,0,620
17,IL,62831,0,260
17,IL,62832,0,4070
17,IL,62833,0,160
17,IL,62835,0,480
17,IL,62836,0,350
17,IL,62837,0,3960
17,IL,62838,0,700
17,IL,62839,0,2980
17,IL,62842,0,360
17,IL,62844,0,900
17,IL,62846,0,310
17,IL,62849,0,960
17,IL,62850,0,140
17,IL,62851,0,170
17,IL,62853,0,480
17,IL,62854,0,760
17,IL,62858,0,1300
17,IL,62859,0,2390
17,IL,62860,0,260
17,IL,62862,0,170
17,IL,62863,0,4410
17,IL,62864,0,10870
17,IL,62865,0,900
17,IL,62867,0,200
17,IL,62868,0,890
17,IL,62869,0,1160
17,IL,62870,0,950
17,IL,62871,0,280
17,IL,62872,0,490
17,IL,62875,0,550
17,IL,62877,0,260
17,IL,62878,0,160
17,IL,62880,0,330
17,IL,62881,0,5220
17,IL,62882,0,960
17,IL,62883,0,280
17,IL,62884,0,1260
17,IL,62885,0,380
17,IL,62886,0,160
17,IL,62887,0,140
17,IL,62888,0,900
17,IL,62889,0,380
17,IL,62890,0,1130
17,IL,62892,0,130
17,IL,62893,0,480
17,IL,62894,0,440
17,IL,62895,0,840
17,IL,62896,0,4940
17,IL,62897,0,180
17,IL,62898,0,1000
17,IL,62899,0,710
17,IL,62901,0,8490
17,IL,62902,0,2250
17,IL,62903,0,1210
17,IL,62905,0,330
17,IL,62906,0,3150
17,IL,62907,0,970
17,IL,62908,0,210
17,IL,62910,0,1060
17,IL,62912,0,510
17,IL,62914,0,900
17,IL,62916,0,450
17,IL,62917,0,980
17,IL,62918,0,4650
17,IL,62919,0,350
17,IL,62920,0,1440
17,IL,62922,0,1230
17,IL,62923,0,220
17,IL,62924,0,1280
17,IL,62926,0,880
17,IL,62928,0,120
17,IL,62930,0,2450
17,IL,62931,0,610
17,IL,62932,0,660
17,IL,62933,0,560
17,IL,62934,0,390
17,IL,62935,0,830
17,IL,62938,0,1040
17,IL,62939,0,1440
17,IL,62940,0,170
17,IL,62941,0,330
17,IL,62942,0,240
17,IL,62943,0,280
17,IL,62946,0,5380
17,IL,62947,0,200
17,IL,62948,0,5720
17,IL,62951,0,2360
17,IL,62952,0,1390
17,IL,62954,0,210
17,IL,62956,0,380
17,IL,62957,0,350
17,IL,62958,0,1050
17,IL,62959,0,11970
17,IL,62960,0,4820
17,IL,62963,0,200
17,IL,62964,0,540
17,IL,62966,0,6650
17,IL,62967,0,120
17,IL,62969,0,240
17,IL,62970,0,230
17,IL,62972,0,550
17,IL,62974,0,640
17,IL,62975,0,130
17,IL,62976,0,170
17,IL,62977,0,270
17,IL,62979,0,540
17,IL,62982,0,400
17,IL,62983,0,610
17,IL,62984,0,660
17,IL,62985,0,360
17,IL,62987,0,480
17,IL,62988,0,590
17,IL,62990,0,420
17,IL,62992,0,340
17,IL,62994,0,320
17,IL,62995,0,1680
17,IL,62996,0,250
17,IL,62998,0,180
17,IL,62999,0,680
17,IL,99999,0,32700
18,IN,0,0,3068510
18,IN,46001,0,4880
18,IN,46011,0,8120
18,IN,46012,0,8920
18,IN,46013,0,8980
18,IN,46016,0,7190
18,IN,46017,0,2980
18,IN,46030,0,1450
18,IN,46031,0,1070
18,IN,46032,0,21960
18,IN,46033,0,17490
18,IN,46034,0,3480
18,IN,46035,0,540
18,IN,46036,0,5240
18,IN,46037,0,18800
18,IN,46038,0,19990
18,IN,46039,0,330
18,IN,46040,0,5330
18,IN,46041,0,10840
18,IN,46044,0,1390
18,IN,46048,0,890
18,IN,46049,0,360
18,IN,46050,0,800
18,IN,46051,0,1350
18,IN,46052,0,10830
18,IN,46055,0,5790
18,IN,46056,0,1110
18,IN,46057,0,530
18,IN,46058,0,990
18,IN,46060,0,18850
18,IN,46062,0,15610
18,IN,46064,0,6620
18,IN,46065,0,1600
18,IN,46068,0,1320
18,IN,46069,0,3280
18,IN,46070,0,980
18,IN,46071,0,1590
18,IN,46072,0,4410
18,IN,46074,0,14630
18,IN,46075,0,2450
18,IN,46076,0,740
18,IN,46077,0,13940
18,IN,46104,0,430
18,IN,46105,0,890
18,IN,46106,0,3320
18,IN,46107,0,6440
18,IN,46110,0,250
18,IN,46112,0,17810
18,IN,46113,0,6980
18,IN,46115,0,900
18,IN,46117,0,300
18,IN,46118,0,2350
18,IN,46120,0,2760
18,IN,46121,0,2320
18,IN,46122,0,7490
18,IN,46123,0,17110
18,IN,46124,0,3690
18,IN,46126,0,2260
18,IN,46127,0,160
18,IN,46128,0,970
18,IN,46130,0,1230
18,IN,46131,0,14410
18,IN,46133,0,400
18,IN,46135,0,7710
18,IN,46140,0,19640
18,IN,46142,0,15710
18,IN,46143,0,26370
18,IN,46147,0,1340
18,IN,46148,0,2280
18,IN,46149,0,930
18,IN,46150,0,370
18,IN,46151,0,14680
18,IN,46156,0,640
18,IN,46157,0,1780
18,IN,46158,0,11700
18,IN,46160,0,2870
18,IN,46161,0,1250
18,IN,46162,0,260
18,IN,46163,0,6120
18,IN,46164,0,2060
18,IN,46165,0,700
18,IN,46166,0,1030
18,IN,46167,0,3240
18,IN,46168,0,15180
18,IN,46171,0,820
18,IN,46172,0,1070
18,IN,46173,0,5060
18,IN,46175,0,260
18,IN,46176,0,13320
18,IN,46180,0,460
18,IN,46181,0,2340
18,IN,46182,0,900
18,IN,46184,0,5880
18,IN,46186,0,810
18,IN,46201,0,13320
18,IN,46202,0,8570
18,IN,46203,0,16820
18,IN,46204,0,3910
18,IN,46205,0,13830
18,IN,46208,0,9380
18,IN,46214,0,12360
18,IN,46216,0,1190
18,IN,46217,0,15870
18,IN,46218,0,12810
18,IN,46219,0,17070
18,IN,46220,0,19890
18,IN,46221,0,12340
18,IN,46222,0,15100
18,IN,46224,0,17430
18,IN,46225,0,2930
18,IN,46226,0,20830
18,IN,46227,0,27350
18,IN,46228,0,7780
18,IN,46229,0,13480
18,IN,46231,0,5110
18,IN,46234,0,13000
18,IN,46235,0,14590
18,IN,46236,0,13460
18,IN,46237,0,20480
18,IN,46239,0,13450
18,IN,46240,0,11430
18,IN,46241,0,13930
18,IN,46250,0,11280
18,IN,46254,0,20060
18,IN,46256,0,11990
18,IN,46259,0,5780
18,IN,46260,0,17140
18,IN,46268,0,13690
18,IN,46278,0,4410
18,IN,46280,0,3940
18,IN,46290,0,130
18,IN,46303,0,7100
18,IN,46304,0,12590
18,IN,46307,0,31340
18,IN,46310,0,6410
18,IN,46311,0,10820
18,IN,46312,0,10630
18,IN,46319,0,9060
18,IN,46320,0,5190
18,IN,46321,0,11890
18,IN,46322,0,12630
18,IN,46323,0,10250
18,IN,46324,0,9930
18,IN,46327,0,4670
18,IN,46340,0,580
18,IN,46341,0,5050
18,IN,46342,0,15400
18,IN,46347,0,2190
18,IN,46348,0,530
18,IN,46349,0,1490
18,IN,46350,0,20630
18,IN,46356,0,8650
18,IN,46360,0,20120
18,IN,46365,0,520
18,IN,46366,0,2580
18,IN,46368,0,18800
18,IN,46371,0,1730
18,IN,46373,0,7570
18,IN,46374,0,470
18,IN,46375,0,12450
18,IN,46381,0,130
18,IN,46382,0,1010
18,IN,46383,0,18390
18,IN,46385,0,19450
18,IN,46390,0,1360
18,IN,46391,0,3010
18,IN,46392,0,3540
18,IN,46394,0,5650
18,IN,46402,0,1960
